ID,SalePrice
1684,201729.6
1685,186882.0
1686,193953.7
1687,193084.1
1688,210031.7
1689,208325.8
1690,202693.6
1691,195184.3
1692,274726.2
1693,193084.1
1694,185924.9
1695,193164.1
1696,265211.8
1697,193164.1
1698,306147.7
1699,279989.2
1700,223228.9
1701,248899.3
1702,270450.3
1703,268000.3
1704,270114.9
1705,224149.0
1706,335314.5
1707,207229.5
1708,205450.0
1709,282947.6
1710,224676.9
1711,268067.9
1712,246417.6
1713,245379.2
1714,210494.0
1715,209968.0
1716,194815.6
1717,189812.5
1718,136778.1
1719,217082.6
1720,256905.1
1721,187240.3
1722,123922.8
1723,157647.8
1724,234845.3
1725,224665.3
1726,190475.3
1727,177113.2
1728,200085.3
1729,174007.0
1730,150477.0
1731,135806.9
1732,129461.0
1733,114637.1
1734,122940.3
1735,117478.5
1736,117183.8
1737,268163.8
1738,209072.4
1739,294043.4
1740,203420.1
1741,180840.5
1742,185525.4
1743,198170.8
1744,221445.4
1745,207495.5
1746,238066.9
1747,209348.5
1748,206162.5
1749,154326.1
1750,143973.6
1751,219455.6
1752,116378.1
1753,162871.0
1754,212390.8
1755,167901.4
1756,120108.3
1757,114062.5
1758,155169.9
1759,161214.3
1760,150506.2
1761,150767.4
1762,174647.6
1763,173319.7
1764,117286.4
1765,182120.6
1766,169903.2
1767,176772.5
1768,125336.6
1769,178639.4
1770,130291.5
1771,127490.8
1772,133721.2
1773,117059.9
1774,169520.4
1775,132053.7
1776,135528.7
1777,106773.8
1778,119433.9
1779,98852.7
1780,177286.6
1781,125508.3
1782,93074.5
1783,140461.0
1784,93416.4
1785,113316.7
1786,149375.2
1787,165250.0
1788,64617.5
1789,115253.9
1790,75627.7
1791,233578.7
1792,148426.9
1793,152924.1
1794,144768.0
1795,134967.1
1796,127789.3
1797,149249.5
1798,121669.8
1799,105582.2
1800,124153.4
1801,121044.8
1802,162970.9
1803,179748.7
1804,139325.7
1805,134291.2
1806,136224.9
1807,161991.3
1808,124520.1
1809,104000.8
1810,147188.3
1811,103504.9
1812,105306.3
1813,127691.8
1814,107164.7
1815,59459.5
1816,100144.8
1817,124370.7
1818,141051.6
1819,125744.2
1820,79621.8
1821,134623.4
1822,167322.4
1823,68506.2
1824,134433.6
1825,126130.1
1826,111932.6
1827,110044.3
1828,132139.8
1829,184085.7
1830,159480.9
1831,156068.3
1832,124146.5
1833,147784.7
1834,128190.5
1835,133891.6
1836,143456.9
1837,85631.5
1838,129145.3
1839,93464.7
1840,121962.8
1841,132690.8
1842,114687.2
1843,124923.8
1844,152436.0
1845,142552.2
1846,155208.2
1847,150135.1
1848,54915.6
1849,107382.5
1850,122386.4
1851,147186.2
1852,122423.5
1853,130240.7
1854,177584.2
1855,168617.6
1856,215603.0
1857,109689.7
1858,145306.3
1859,128744.6
1860,153138.6
1861,128142.4
1862,318961.4
1863,318961.4
1864,318961.4
1865,293310.8
1866,295865.4
1867,256756.0
1868,245895.7
1869,198841.1
1870,242600.7
1871,256690.4
1872,183702.5
1873,212692.0
1874,130800.3
1875,203447.7
1876,195762.8
1877,204472.9
1878,206440.1
1879,121748.9
1880,138220.2
1881,240044.1
1882,252602.3
1883,212614.7
1884,218608.7
1885,224431.6
1886,242321.9
1887,200617.2
1888,264151.7
1889,182582.1
1890,115898.5
1891,166116.2
1892,105314.7
1893,130472.8
1894,128258.4
1895,138541.1
1896,123633.5
1897,122396.6
1898,129706.0
1899,140939.1
1900,134915.5
1901,148859.6
1902,131466.1
1903,205373.7
1904,123347.9
1905,173907.1
1906,134714.1
1907,181662.2
1908,153773.6
1909,163230.2
1910,163230.2
1911,193667.3
1912,223836.5
1913,149074.2
1914,82941.0
1915,236159.8
1916,60398.9
1917,277799.1
1918,133052.9
1919,167562.6
1920,174009.5
1921,315188.2
1922,290900.7
1923,199950.0
1924,199422.3
1925,224795.8
1926,310348.4
1927,123326.9
1928,156390.3
1929,114423.0
1930,141771.2
1931,140728.1
1932,157474.6
1933,161844.6
1934,189040.8
1935,180866.6
1936,189516.3
1937,189707.9
1938,167329.0
1939,232173.4
1940,207887.8
1941,190665.7
1942,189406.2
1943,209587.9
1944,300510.8
1945,302667.4
1946,167562.9
1947,260782.2
1948,166694.2
1949,208826.4
1950,185668.3
1951,218931.6
1952,208235.5
1953,165230.4
1954,211617.3
1955,150169.6
1956,305753.7
1957,176033.8
1958,288120.4
1959,169739.4
1960,110599.9
1961,132754.6
1962,131563.0
1963,131232.9
1964,133154.6
1965,172854.3
1966,171567.6
1967,263099.5
1968,308385.0
1969,308760.0
1970,343650.5
1971,421468.3
1972,321893.3
1973,282785.3
1974,292882.2
1975,362587.9
1976,260214.4
1977,305676.7
1978,310675.6
1979,304623.8
1980,202060.4
1981,299991.8
1982,219026.9
1983,219026.9
1984,208401.5
1985,231974.2
1986,238539.4
1987,195839.6
1988,187801.3
1989,212414.3
1990,223195.6
1991,202554.0
1992,219193.8
1993,198116.7
1994,234129.7
1995,207955.8
1996,250199.7
1997,311446.4
1998,280048.6
1999,225979.7
2000,293726.3
2001,256175.7
2002,240892.3
2003,275747.1
2004,273096.4
2005,225772.3
2006,221280.9
2007,267696.6
2008,194815.6
2009,194711.4
2010,210586.2
2011,137843.3
2012,191543.2
2013,186929.9
2014,189691.6
2015,205610.7
2016,192962.7
2017,207772.4
2018,120735.8
2019,114637.1
2020,117922.6
2021,115214.5
2022,174538.5
2023,164768.3
2024,219558.5
2025,295828.6
2026,194829.5
2027,172875.4
2028,199421.1
2029,186414.0
2030,252168.8
2031,233388.8
2032,240200.1
2033,247114.4
2034,195827.0
2035,214765.4
2036,224551.6
2037,225513.0
2038,303407.5
2039,206967.6
2040,319684.2
2041,218585.2
2042,216991.6
2043,172229.5
2044,184507.8
2045,195237.9
2046,164150.9
2047,155466.4
2048,133952.5
2049,167822.2
2050,194502.5
2051,94044.6
2052,141861.2
2053,125464.0
2054,97534.2
2055,156556.2
2056,126654.9
2057,119943.0
2058,188664.3
2059,126809.5
2060,136398.1
2061,172675.8
2062,123647.4
2063,112107.3
2064,140727.3
2065,131455.6
2066,177636.3
2067,112856.6
2068,167715.2
2069,80542.9
2070,114620.7
2071,91268.2
2072,176753.0
2073,140376.8
2074,176922.4
2075,134917.6
2076,126877.5
2077,130503.2
2078,122301.1
2079,155866.4
2080,128252.0
2081,139169.0
2082,132202.2
2083,154758.2
2084,110781.7
2085,126372.4
2086,145449.2
2087,143383.4
2088,115884.1
2089,99341.3
2090,130903.4
2091,99953.4
2092,139006.1
2093,130186.0
2094,115057.9
2095,157779.6
2096,100080.8
2097,90565.0
2098,168654.8
2099,65292.6
2100,99000.9
2101,136029.7
2102,143312.2
2103,100418.3
2104,162316.4
2105,104869.8
2106,96942.9
2107,183766.9
2108,119528.6
2109,112848.1
2110,116183.8
2111,160120.4
2112,135562.1
2113,120553.8
2114,120045.0
2115,147329.1
2116,122021.8
2117,140210.0
2118,135476.5
2119,120919.9
2120,113847.0
2121,80939.6
2122,105459.5
2123,84976.3
2124,191799.0
2125,153345.4
2126,156519.7
2127,145642.9
2128,133952.9
2129,124944.1
2130,146447.1
2131,176175.7
2132,132046.1
2133,137610.6
2134,127517.5
2135,107271.8
2136,86645.5
2137,118851.6
2138,140307.2
2139,159734.6
2140,122311.1
2141,152365.1
2142,125815.7
2143,150560.6
2144,129640.2
2145,119667.5
2146,155045.9
2147,162291.6
2148,158453.4
2149,151759.6
2150,196837.6
2151,139240.2
2152,118114.4
2153,138367.3
2154,105144.4
2155,140092.6
2156,226969.8
2157,209109.4
2158,224681.3
2159,219328.6
2160,197088.5
2161,265061.7
2162,327222.1
2163,298599.9
2164,250436.2
2165,177764.1
2166,147714.3
2167,200668.1
2168,194746.5
2169,208075.3
2170,216135.0
2171,149257.4
2172,145115.4
2173,162398.0
2174,231439.0
2175,300143.1
2176,271365.7
2177,237367.1
2178,231453.9
2179,155934.6
2180,228577.6
2181,205619.4
2182,240724.9
2183,202704.5
2184,126295.3
2185,139302.4
2186,161010.2
2187,160435.2
2188,169681.3
2189,164632.5
2190,79545.8
2191,79545.8
2192,88708.9
2193,100780.2
2194,84498.8
2195,105920.0
2196,112341.3
2197,109457.3
2198,146267.0
2199,169578.6
2200,129664.8
2201,140474.0
2202,161512.3
2203,156023.9
2204,140738.2
2205,125898.0
2206,132339.2
2207,198602.6
2208,200678.0
2209,169706.2
2210,153773.6
2211,116727.8
2212,126829.3
2213,104104.1
2214,142128.3
2215,106019.5
2216,149834.5
2217,67416.5
2218,97740.9
2219,95657.3
2220,93759.7
2221,236159.8
2222,215244.6
2223,256403.4
2224,241348.0
2225,136286.6
2226,163213.8
2227,198108.7
2228,259614.2
2229,237505.4
2230,165880.4
2231,237999.4
2232,184164.2
2233,171673.6
2234,222923.8
2235,196699.9
2236,241225.2
2237,282974.2
2238,251031.4
2239,123967.2
2240,173035.9
2241,152322.6
2242,143348.8
2243,139395.1
2244,111418.3
2245,110911.9
2246,129533.2
2247,119998.9
2248,118684.4
2249,119884.1
2250,138438.5
2251,124617.8
2252,179846.1
2253,174711.7
2254,185299.2
2255,194108.5
2256,201026.1
2257,213654.4
2258,185772.8
2259,188412.9
2260,157067.8
2261,199732.2
2262,209156.3
2263,301928.9
2264,330265.2
2265,176947.8
2266,254660.6
2267,263064.8
2268,338940.1
2269,172174.1
2270,190867.6
2271,202052.4
2272,207591.2
2273,166745.0
2274,172821.0
2275,165258.5
2276,185223.9
2277,188814.3
2278,156056.4
2279,119657.0
2280,107475.3
2281,182321.6
2282,180813.4
2283,136353.4
2284,142506.4
2285,152334.7
2286,121826.9
2287,300041.8
2288,268980.6
2289,292363.2
2290,341257.2
2291,302649.7
2292,339913.5
2293,340154.4
2294,342203.6
2295,356247.9
2296,257461.0
2297,282992.4
2298,299358.7
2299,320760.6
2300,295710.2
2301,269803.1
2302,242246.7
2303,238939.4
2304,273148.7
2305,182413.1
2306,182413.1
2307,185395.1
2308,230899.9
2309,252022.6
2310,217965.0
2311,203041.6
2312,188269.6
2313,188938.4
2314,201051.5
2315,187493.9
2316,222251.0
2317,183616.2
2318,188456.6
2319,202745.7
2320,197028.2
2321,259764.5
2322,197544.8
2323,185624.2
2324,193084.1
2325,210629.0
2326,193505.8
2327,221799.5
2328,223027.3
2329,193648.3
2330,191627.2
2331,300882.7
2332,346116.3
2333,300205.1
2334,266303.1
2335,246668.1
2336,296546.0
2337,203185.1
2338,260685.5
2339,229773.1
2340,337061.0
2341,211381.6
2342,229464.2
2343,209168.4
2344,254910.3
2345,273275.3
2346,219342.1
2347,200849.0
2348,237803.5
2349,175998.8
2350,273380.1
2351,233027.4
2352,268465.4
2353,251052.2
2354,134948.1
2355,148926.2
2356,156623.2
2357,208622.3
2358,194516.0
2359,146534.5
2360,120814.0
2361,140850.0
2362,235907.2
2363,142840.6
2364,155991.5
2365,220015.5
2366,207188.7
2367,231201.6
2368,201765.8
2369,230685.8
2370,184517.8
2371,187924.1
2372,198466.7
2373,247267.4
2374,257077.2
2375,220890.2
2376,229703.7
2377,257073.7
2378,157758.1
2379,202245.5
2380,155319.9
2381,165899.3
2382,194792.1
2383,207206.0
2384,223149.7
2385,155293.9
2386,134614.3
2387,126550.0
2388,119517.1
2389,137371.0
2390,143529.5
2391,134666.0
2392,115762.9
2393,174674.4
2394,152262.9
2395,190872.3
2396,147550.6
2397,176814.8
2398,124587.2
2399,75134.6
2400,73557.9
2401,111065.1
2402,124878.9
2403,184055.7
2404,148500.9
2405,160965.9
2406,127140.1
2407,119664.5
2408,139715.1
2409,126506.4
2410,177165.0
2411,116176.1
2412,133975.9
2413,127702.1
2414,123430.3
2415,158936.9
2416,142440.2
2417,130733.7
2418,116020.2
2419,126584.0
2420,115720.3
2421,128393.1
2422,114815.4
2423,94443.2
2424,142424.3
2425,205207.8
2426,124732.0
2427,103046.6
2428,167416.5
2429,115917.2
2430,131502.4
2431,125331.4
2432,121933.6
2433,126894.6
2434,130304.7
2435,135234.9
2436,92433.7
2437,114925.4
2438,118103.2
2439,122621.1
2440,147471.9
2441,110414.4
2442,107695.3
2443,131411.3
2444,121669.4
2445,97464.1
2446,130461.9
2447,184320.4
2448,140282.0
2449,126295.2
2450,153328.3
2451,121841.0
2452,174876.1
2453,85108.8
2454,93877.7
2455,111391.2
2456,131728.9
2457,122317.9
2458,130804.4
2459,109370.2
2460,155879.6
2461,123448.6
2462,125280.5
2463,134112.3
2464,154450.2
2465,147253.0
2466,135253.8
2467,161934.0
2468,107454.6
2469,110557.0
2470,193433.5
2471,172890.9
2472,171204.0
2473,134983.8
2474,110011.3
2475,198587.5
2476,123147.4
2477,121067.4
2478,157114.8
2479,126541.0
2480,138276.1
2481,124096.9
2482,132405.1
2483,118157.2
2484,135631.8
2485,118367.3
2486,133328.0
2487,166669.2
2488,145958.0
2489,158690.4
2490,127059.6
2491,94426.1
2492,181465.9
2493,140238.3
2494,157128.2
2495,111815.8
2496,196246.7
2497,151264.3
2498,113776.3
2499,84813.6
2500,129747.5
2501,130992.1
2502,134196.1
2503,110521.5
2504,191885.8
2505,216564.4
2506,267127.7
2507,292585.6
2508,267127.7
2509,238522.6
2510,227920.4
2511,196778.0
2512,217355.0
2513,211575.7
2514,218590.9
2515,149415.3
2516,174592.6
2517,130800.3
2518,136405.8
2519,217974.8
2520,211706.7
2521,210717.8
2522,217318.5
2523,135250.0
2524,142910.7
2525,142440.4
2526,144070.9
2527,121295.2
2528,134847.1
2529,133088.5
2530,119340.4
2531,214585.7
2532,222334.0
2533,212950.6
2534,225818.0
2535,263830.4
2536,219637.3
2537,215151.1
2538,203743.7
2539,192103.3
2540,184277.8
2541,203901.0
2542,173584.1
2543,119779.6
2544,129880.5
2545,136948.8
2546,157198.1
2547,156176.7
2548,145412.2
2549,168478.9
2550,476044.9
2551,166116.2
2552,118471.0
2553,79545.8
2554,109860.5
2555,111547.0
2556,99439.2
2557,117160.8
2558,133722.8
2559,125179.7
2560,127523.1
2561,133508.0
2562,131283.8
2563,134440.4
2564,175950.0
2565,111550.9
2566,122963.8
2567,141638.3
2568,173867.0
2569,174405.2
2570,154400.1
2571,164576.3
2572,189553.7
2573,200490.8
2574,248135.0
2575,148370.6
2576,113621.8
2577,117672.3
2578,101821.5
2579,65862.3
2580,113193.3
2581,127299.8
2582,111116.8
2583,234374.9
2584,169181.9
2585,192646.8
2586,202739.5
2587,200521.2
2588,143403.2
2589,154574.9
2590,199737.4
2591,189036.6
2592,218592.3
2593,231339.5
2594,185662.1
2595,214277.2
2596,278672.9
2597,187250.8
2598,242465.0
2599,327264.6
2600,142257.0
2601,158264.9
2602,114961.5
2603,110756.4
2604,101287.7
2605,116122.6
2606,142019.4
2607,172006.1
2608,168870.6
2609,157761.7
2610,101066.8
2611,131055.4
2612,149891.5
2613,118684.4
2614,122496.9
2615,159554.0
2616,130917.3
2617,187691.9
2618,166733.8
2619,205864.9
2620,185117.0
2621,189473.6
2622,194087.6
2623,249306.3
2624,268849.4
2625,270326.3
2626,170216.9
2627,200743.0
2628,341426.4
2629,397765.8
2630,326010.5
2631,371823.6
2632,341238.6
2633,259693.5
2634,309523.8
2635,160711.0
2636,205875.9
2637,172553.2
2638,236909.8
2639,186102.1
2640,158966.8
2641,122422.8
2642,187045.6
2643,153985.5
2644,154130.2
2645,133168.5
2646,129525.6
2647,136011.3
2648,157580.8
2649,136136.1
2650,151541.1
2651,173289.1
2652,336323.4
2653,263247.3
2654,249420.0
2655,302498.8
2656,313305.7
2657,276384.1
2658,257571.8
2659,295786.7
2660,297624.5
2661,298010.2
2662,296544.4
2663,276740.0
2664,251302.4
2665,292274.8
2666,257698.7
2667,185335.8
2668,203945.5
2669,184078.1
2670,293643.0
2671,203945.5
2672,201617.1
2673,207179.5
2674,209849.5
2675,189396.0
2676,208512.7
2677,201277.0
2678,269078.1
2679,272478.0
2680,286042.9
2681,340535.1
2682,302883.4
2683,358969.8
2684,293112.8
2685,303508.7
2686,245523.3
2687,267602.8
2688,228198.0
2689,215208.5
2690,340347.2
2691,196626.3
2692,136437.2
2693,203802.7
2694,135962.8
2695,213078.5
2696,207909.6
2697,197666.5
2698,190673.1
2699,180223.1
2700,171881.2
2701,173806.0
2702,136204.9
2703,142853.1
2704,144829.2
2705,121343.9
2706,118696.8
2707,133347.4
2708,123096.7
2709,104288.3
2710,119877.7
2711,233651.5
2712,304083.7
2713,188980.3
2714,189331.0
2715,186002.3
2716,180138.9
2717,182316.4
2718,228754.9
2719,149298.2
2720,182054.6
2721,141384.4
2722,166556.6
2723,149844.0
2724,117991.2
2725,124567.7
2726,128629.2
2727,154576.2
2728,170316.1
2729,152999.1
2730,130530.9
2731,114220.1
2732,117994.8
2733,154580.0
2734,140074.1
2735,125800.4
2736,138319.9
2737,115930.9
2738,163467.3
2739,161976.1
2740,149701.7
2741,133079.2
2742,162603.6
2743,132430.1
2744,135457.1
2745,131514.7
2746,118468.0
2747,159072.4
2748,134996.7
2749,119536.2
2750,121379.6
2751,112717.6
2752,218262.3
2753,149831.1
2754,198282.8
2755,155281.1
2756,83532.6
2757,94192.6
2758,83219.7
2759,151775.0
2760,132864.7
2761,138550.1
2762,140781.7
2763,180606.5
2764,143092.5
2765,219546.9
2766,123333.5
2767,89033.2
2768,125134.8
2769,127063.6
2770,164657.2
2771,114925.4
2772,108221.1
2773,145244.4
2774,139025.2
2775,118565.9
2776,141423.5
2777,153861.9
2778,129427.3
2779,133329.0
2780,121210.4
2781,103845.2
2782,101001.9
2783,97240.2
2784,132452.9
2785,142819.6
2786,71457.0
2787,132168.8
2788,86255.3
2789,182389.3
2790,102020.3
2791,133455.0
2792,81643.4
2793,144915.7
2794,97964.7
2795,121163.2
2796,102591.8
2797,203455.9
2798,126000.1
2799,112883.8
2800,88681.5
2801,120959.9
2802,131110.6
2803,189286.3
2804,122298.7
2805,89723.0
2806,108109.7
2807,163577.7
2808,141655.0
2809,129188.0
2810,124908.2
2811,157469.5
2812,156767.8
2813,181213.8
2814,180615.2
2815,104808.6
2816,204129.5
2817,137142.1
2818,129546.3
2819,173182.9
2820,135632.0
2821,119601.8
2822,190965.5
2823,216860.3
2824,161274.9
2825,119092.4
2826,121421.0
2827,150434.3
2828,215145.4
2829,233499.4
2830,252505.6
2831,193264.9
2832,207317.2
2833,262140.0
2834,218458.9
2835,214508.3
2836,208377.2
2837,170092.5
2838,154196.2
2839,182905.2
2840,201529.7
2841,211985.2
2842,214072.6
2843,150209.2
2844,189725.9
2845,117849.2
2846,213959.0
2847,194958.4
2848,217707.4
2849,220019.1
2850,283871.9
2851,223329.6
2852,248885.9
2853,219796.5
2854,155543.4
2855,202258.7
2856,215344.5
2857,209011.3
2858,200399.1
2859,122351.0
2860,120992.5
2861,130690.6
2862,212707.1
2863,124982.3
2864,237089.0
2865,166116.2
2866,214119.1
2867,103433.0
2868,144503.8
2869,119841.3
2870,139738.2
2871,99228.6
2872,66102.9
2873,103843.8
2874,131780.8
2875,137728.3
2876,146427.5
2877,134306.9
2878,150087.7
2879,129394.0
2880,123909.0
2881,135828.3
2882,136121.6
2883,176380.7
2884,194982.2
2885,164234.0
2886,155220.5
2887,114195.2
2888,146791.9
2889,76630.5
2890,86411.5
2891,152657.9
2892,61425.7
2893,114597.0
2894,74807.1
2895,240720.3
2896,234283.9
2897,185066.6
2898,186184.8
2899,224646.4
2900,164361.3
2901,176455.5
2902,184943.0
2903,281518.5
2904,300741.2
2905,76731.7
2906,252101.7
2907,130846.9
2908,117107.8
2909,188837.4
2910,85143.1
2911,114961.5
2912,136705.6
2913,114385.3
2914,101287.7
2915,101287.7
2916,114385.3
2917,146383.4
2918,114151.7
2919,247771.4
